Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"May 19, 2020","May 18, 2020",Run,409,5.339819485,1782,5.561725771,0.609743473,10.78802829,98.4020514,169,4705,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4304779159
"May 17, 2020","May 17, 2020",Hike,1312,9.536328806,8570,14.97771763,0.497503952,4.005946898,120.6019863,163,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4297527334
"May 16, 2020","May 16, 2020",Run,461,5.783032823,2138,6.160143512,0.662189066,9.740023476,90.60880308,159,5594,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4293612865
"May 12, 2020","May 12, 2020",Run,547,6.701437164,2629,6.537446314,0.527680223,9.177927898,113.7051426,0,6844,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4276775926
"May 9, 2020","May 9, 2020",Bike Ride,1549,68.30989356,17701,4.316914221,0.111936913,13.89880977,536.0161594,117,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4267068403
"May 7, 2020","May 7, 2020",Run,384,4.800689245,1797,6.238442496,0.485284066,9.617777706,123.6389793,159,4696,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4258003222
"May 5, 2020","May 5, 2020",Run,377,4.827275608,1688,5.826299411,0.498727432,10.29812788,120.3061889,150,4438,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4251170308
"May 3, 2020","May 3, 2020",Bike Ride,1174,56.50905681,13421,3.958047503,0.118022623,15.15897441,508.3772855,118,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4241946346
"April 29, 2020","April 29, 2020",Hike,672,4.627411177,4386,15.79469647,1.151400819,3.798743858,52.11055872,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4227311017
"April 29, 2020","April 29, 2020",Run,444,5.68959431,1997,5.847581375,0.619709024,10.26064626,96.81974438,158,5249,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4226184688
"April 27, 2020","April 27, 2020",Run,426,5.328731105,1985,6.20721238,0.602526247,9.66617068,99.58073495,156,5190,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4216894297
"April 26, 2020","April 26, 2020",Bike Ride,543,19.81585267,4137,3.478535354,0.185630915,17.24862712,323.2222583,113,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4213527943
"April 25, 2020","April 25, 2020",Hike,1744,9.677532649,11387,19.61153116,0.663127336,3.059427318,90.48053837,106,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4210976749
"April 23, 2020","April 23, 2020",Walk,33,0.575139312,466,13.48344419,7.085185019,4.449900534,8.468400315,116,823,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4201998715
"April 23, 2020","April 23, 2020",Run,462,5.754821023,2164,6.265161457,0.5515968,9.576739434,108.7750782,148,5653,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4201981849
"April 19, 2020","April 19, 2020",Bike Ride,2144,70.91493869,14149,3.325087738,0.400643989,18.04460867,149.7589543,119,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4186084252
"April 17, 2020","April 17, 2020",Run,299,3.804392655,1357,5.941402211,0.601901147,10.09861751,99.68421577,160,3561,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4178377012
"April 15, 2020","April 15, 2020",Run,400,5.138265243,1792,5.811635051,0.522409752,10.32411879,114.8524439,0,4713,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4170744049
"April 13, 2020","April 13, 2020",Bike Ride,580,20.67202368,6626,5.341555317,0.22603247,11.23269004,265.448418,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4163971288
"April 12, 2020","April 12, 2020",Bike Ride,151,7.535705,1731,3.827205371,0.325462424,15.67724755,184.3535739,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4161992905
"April 11, 2020","April 11, 2020",Run,341,4.293890726,1573,6.105643045,0.312425435,9.826976333,192.0462382,0,4119,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4158243310
"April 9, 2020","April 9, 2020",Run,351,4.551273112,1546,5.66115759,0.638576961,10.59854413,93.95865262,166,4075,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4150446883
"April 9, 2020","April 7, 2020",Run,386,5.005140307,1696,5.646524298,0.48737498,10.62601563,123.1085396,166,4472,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4150446919
"April 5, 2020","April 5, 2020",Run,479,6.208398536,2111,5.667321592,0.279562356,10.58700513,214.6205065,158,5564,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4136086849
"April 4, 2020","April 4, 2020",Hike,1594,12.90024401,10412,13.45051151,0.503207518,4.460795793,119.2351704,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4132934686
"April 3, 2020","April 3, 2020",Run,638,7.658626694,3166,6.888272489,0.270498414,8.710429559,221.8126648,153,8208,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4129919140
"March 31, 2020","March 31, 2020",Run,387,5.021282028,1705,5.658703173,0.457231021,10.60314685,131.2246223,160,4495,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4119892942
"March 28, 2020","March 28, 2020",Hike,1954,13.21102443,12758,16.09525372,0.479234396,3.727803974,125.1995602,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4112572672
"March 24, 2020","March 24, 2020",Run,662,8.466324261,2979,5.864669083,0.212822119,10.23076074,281.9248819,149,7828,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4099797043
"March 22, 2020","March 22, 2020",Run,695,8.328902377,3462,6.926797503,0.538103103,8.661988305,111.5027553,0,8972,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4095767734
"March 19, 2020","March 19, 2020",Run,540,6.430713316,2708,7.017828382,0.788843156,8.54964,76.06081613,142,7011,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4089463309
"March 17, 2020","March 17, 2020",Run,510,6.173974668,2498,6.744425058,0.708841615,8.89621223,84.64489609,140,6487,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4084658743
"March 16, 2020","March 16, 2020",Run,345,4.499902852,1495,5.533534161,0.57173544,10.84297129,104.9437129,162,3949,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4083371986
"March 13, 2020","March 13, 2020",Run,568,7.002770734,2711,6.451075718,0.266438996,9.300785219,225.1922872,140,7065,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4078397092
"March 12, 2020","March 12, 2020",Run,441,5.720622463,1942,5.65432872,0.604013188,10.61133841,99.33563186,158,5120,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4076488891
"March 9, 2020","March 9, 2020",Walk,41,0.70955816,552,12.75401654,2.886151127,4.704402194,20.78886205,123,991,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4071467668
"March 9, 2020","March 9, 2020",Run,493,6.317125816,2206,5.818911308,0.403090327,10.31119576,148.8499968,157,5801,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4071450313
"March 8, 2020","March 8, 2020",Walk,38,0.6491112,576,14.77763611,1.419870457,4.060181791,42.25751101,119,982,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4069013971
"March 8, 2020","March 8, 2020",Run,433,5.406591168,2023,6.233782212,0.085897732,9.624971474,698.5051857,157,5287,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4069002289
"March 4, 2020","March 4, 2020",Bike Ride,350,11.22338803,4001,5.939643731,0.205149427,10.10161089,292.4693038,0,,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4062890686
"Feb. 21, 2020","Feb. 21, 2020",Run,567,7.006665347,2690,6.398072755,0.703733944,9.377792329,85.25950456,147,7015,b'With Klaudia!',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4042248700
"Feb. 20, 2020","Feb. 20, 2020",Run,515,6.382626117,2434,6.356565159,0.478709337,9.439027868,125.3369982,153,6351,b'',Map My Fitness MapMyFitness iPhone,http://www.mapmyfitness.com/workout/4040510917
"Feb. 15, 2020","Feb. 15, 2020",Walk,616,10.3123062,9546,15.42653404,1.941530214,3.889398205,30.90342816,,16012,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/4032188191
"Dec. 23, 2019","Dec. 23, 2019",Run,522,9.010379094,6325,11.69762338,3.538255339,5.129252916,16.95749679,,15876,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3948116281
"Dec. 22, 2019","Dec. 22, 2019",Run,524,6.454837382,2537,6.550619383,2.977766096,9.159404348,20.14930875,,6604,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3946938748
"Dec. 6, 2019","Dec. 6, 2019",Walk,86,0.701158994,527,12.52690537,2.47455485,4.789697426,24.24669857,120,960,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3928494235
"Dec. 6, 2019","Dec. 6, 2019",Run,420,5.611589407,1744,5.173822377,3.053573381,11.5968524,19.64912463,151,4637,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3928484017
"Dec. 2, 2019","Dec. 2, 2019",Run,571,6.651418752,2274,5.695531844,3.797217997,10.5345727,15.80103829,155,5991,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3922643788
"Nov. 28, 2019","Nov. 28, 2019",Walk,65,0.652104579,382,9.763232721,2.301353844,6.145489279,26.07169467,123,778,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3917509717
"Nov. 28, 2019","Nov. 28, 2019",Run,546,6.449800136,2112,5.45495556,2.685864551,10.99917422,22.33914313,158,5587,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3917505502
"Nov. 23, 2019","Nov. 23, 2019",Walk,548,9.604050002,7197,12.48775899,2.551188559,4.804696512,23.51847041,,13120,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3910610182
"Nov. 22, 2019","Nov. 22, 2019",Walk,75,0.691610756,432,10.36229669,1.484685686,5.790226591,40.41255905,124,854,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3908983033
"Nov. 22, 2019","Nov. 22, 2019",Run,474,5.599889476,1765,5.253072059,2.737146316,11.42188452,21.92055276,162,4686,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3908979673
"Nov. 18, 2019","Nov. 18, 2019",Walk,73,0.641754888,435,11.19325638,1.621511622,5.360370808,37.00252005,122,828,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3902683927
"Nov. 18, 2019","Nov. 18, 2019",Run,554,6.368560451,2296,6.006068311,2.337759982,9.989890226,25.66565718,151,6020,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3902680171
"Nov. 14, 2019","Nov. 14, 2019",Run,566,6.57211028,2347,5.951922025,3.951684662,10.08078598,15.18338815,151,6159,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3897117106
"Nov. 12, 2019","Nov. 12, 2019",Run,563,6.379890232,2175,5.668856379,2.271559095,10.5841405,26.41351933,158,5732,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3894253318
"Nov. 7, 2019","Nov. 6, 2019",Run,636,7.078265061,2638,6.209151058,3.109447079,9.663145114,19.29603456,151,6897,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3886666339
"Nov. 5, 2019","Nov. 5, 2019",Run,402,5.004866719,1635,5.441366172,2.497794132,11.02664572,24.02122948,153,4326,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3883176487
"Nov. 4, 2019","Nov. 4, 2019",Walk,68,0.550865576,321,9.711969598,5.255470552,6.177933654,11.41667024,139,655,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3881380366
"Nov. 4, 2019","Nov. 4, 2019",Run,589,6.373195361,2276,5.946777072,3.874062972,10.08949253,15.48760245,158,5973,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3881377204
"Oct. 31, 2019","Oct. 31, 2019",Run,553,6.439419867,2203,5.699278712,2.315514893,10.52765252,25.91220868,155,5804,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3875585962
"Oct. 25, 2019","Oct. 25, 2019",Run,556,6.456768595,2331,6.014357403,3.773593464,9.976130335,15.89996466,150,6111,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3866081731
"Oct. 20, 2019","Oct. 20, 2019",Run,1134,10.34804973,4606,7.416872962,3.617567158,8.089689485,16.58573833,153,11875,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3857665663
"Oct. 9, 2019","Oct. 9, 2019",Walk,1217,17.3210476,20801,20.01523602,5.100817476,2.997708975,11.76282404,,31940,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3839292766
"Oct. 2, 2019","Oct. 2, 2019",Run,424,4.80492182,1657,5.747577895,3.905100463,10.43918688,15.36450373,157,4362,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3825471796
"Oct. 1, 2019","Oct. 1, 2019",Walk,64,0.505795898,311,10.21490744,7.135826772,5.873767638,8.40830741,137,619,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3823414375
"Oct. 1, 2019","Oct. 1, 2019",Run,585,6.4344309,2137,5.532732592,3.147897528,10.84454845,19.0604266,164,5645,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3823410943
"Sept. 25, 2019","Sept. 25, 2019",Run,407,4.800528311,1559,5.412590472,3.381439891,11.08525803,17.74398321,159,4127,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3812219131
"Sept. 21, 2019","Sept. 21, 2019",Run,528,3.402555552,2002,9.801447049,2.295326543,6.121526147,26.14009179,160,5071,b'P',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3804325363
"Sept. 20, 2019","Sept. 20, 2019",Walk,45,0.365725033,219,9.980153404,6.459402092,6.011913727,9.288779512,136,441,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3802595095
"Sept. 20, 2019","Sept. 19, 2019",Run,564,6.507656052,2138,5.473037461,3.083399199,10.96283523,19.45906111,160,5654,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3802593082
"Sept. 18, 2019","Sept. 18, 2019",Walk,234,1.006657547,1241,20.54657053,1.81252734,2.920202968,33.1029186,130,1890,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3798507784
"Sept. 18, 2019","Sept. 17, 2019",Run,568,6.385426376,2216,5.784008888,3.383353714,10.37342909,17.73384434,157,5830,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3798492769
"Sept. 16, 2019","Sept. 16, 2019",Walk,42,0.377148157,207,9.103398652,2.39621237,6.590939604,25.03946143,136,435,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3794196874
"Sept. 16, 2019","Sept. 16, 2019",Run,402,4.735800495,1602,5.63790588,3.387560397,10.64225391,17.71179633,155,4225,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3794190199
"Sept. 15, 2019","Sept. 15, 2019",Walk,461,3.445476756,3603,17.42380746,6.576716973,3.443561637,9.123097548,106,5788,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3793083778
"Sept. 11, 2019","Sept. 11, 2019",Walk,67,0.596863847,358,9.968782311,3.147798109,6.018785626,19.0609094,129,721,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3784831903
"Sept. 11, 2019","Sept. 11, 2019",Run,403,5.03425334,1573,5.207662252,1.03330301,11.52148682,58.06625806,157,4180,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3784828003
"Sept. 9, 2019","Sept. 9, 2019",Walk,97,0.688905449,534,12.91905273,1.697604738,4.644309289,35.34393012,127,960,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3780572110
"Sept. 9, 2019","Sept. 9, 2019",Run,571,6.495183636,2084,5.3449915,3.211184184,11.22546408,18.68464477,164,5524,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3780567217
"Sept. 7, 2019","Sept. 7, 2019",Run,769,9.624730072,3000,5.193221586,2.81184756,11.55351276,21.3382921,157,7974,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3776858452
"Sept. 3, 2019","Sept. 3, 2019",Walk,106,0.555201149,718,21.55375109,1.717948431,2.783746691,34.92533975,114,1078,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3768481858
"Sept. 3, 2019","Sept. 3, 2019",Run,260,3.334448114,1068,5.338224767,2.624671916,11.23969068,22.86008778,152,2831,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3768473395
"Aug. 31, 2019","Aug. 31, 2019",Walk,101,0.99205275,569,9.559298696,1.664156327,6.276602534,36.05429457,126,1171,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3762974068
"Aug. 31, 2019","Aug. 31, 2019",Run,549,6.497517185,2186,5.607266066,3.316096496,10.70039951,18.09353272,155,5768,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3762965668
"Aug. 25, 2019","Aug. 25, 2019",Run,508,6.065858938,2062,5.662847719,3.916689036,10.59537372,15.31907195,153,5435,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3750802102
"Aug. 22, 2019","Aug. 22, 2019",Run,395,5.169744012,1710,5.509623797,3.527101726,10.89002851,17.01108795,,4519,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3745967332
"Aug. 10, 2019","Aug. 10, 2019",Walk,484,8.490464421,6366,12.49639605,1.64899487,4.801381263,36.38581943,,11603,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3721410457
"Aug. 9, 2019","Aug. 9, 2019",Run,445,5.006234661,1703,5.666277688,3.792004693,10.58896853,15.82278053,159,4489,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3719259898
"Aug. 7, 2019","Aug. 7, 2019",Run,491,6.146342231,2016,5.466668407,2.986831902,10.97561343,20.08815368,152,5332,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3715008709
"Aug. 6, 2019","Aug. 6, 2019",Walk,72,0.750058911,389,8.621525292,2.466986549,6.959302353,24.3212112,129,842,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3711969442
"Aug. 6, 2019","Aug. 6, 2019",Run,533,6.445680215,2080,5.375699664,3.403716048,11.16133172,17.62778857,157,5510,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3711957994
"Aug. 5, 2019","Aug. 5, 2019",Walk,32,0.522980473,303,9.656170464,4.228089209,6.213628904,14.19080915,,620,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3709515928
"Aug. 5, 2019","Aug. 5, 2019",Walk,576,6.704478824,2143,5.327288634,3.275875139,11.26276868,18.31578313,162,6110,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3709511995
"July 25, 2019","July 25, 2019",Walk,270,4.872192399,3853,13.18021504,5.221276495,4.552270906,11.49144036,83,6870,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3687516022
"July 25, 2019","July 25, 2019",Walk,640,5.682899439,4809,14.10077647,6.490035692,4.255089443,9.244940982,108,8346,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3687417334
"July 23, 2019","July 23, 2019",Walk,67,1.15310946,814,11.7652907,5.438309025,5.099753641,11.0328417,,1522,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3683092408
"July 23, 2019","July 23, 2019",Run,738,9.681684756,3231,5.562048885,3.489651684,10.78740065,17.19374849,,8531,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3683067178
"July 15, 2019","July 15, 2019",Walk,35,0.613444918,471,12.79658047,1.50352566,4.688743277,39.90625943,,850,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3667935796
"July 15, 2019","July 15, 2019",Run,553,6.72354955,2394,5.934362075,3.583298537,10.11060712,16.74441965,147,6284,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3667919590
"July 13, 2019","July 13, 2019",Walk,70,0.886383223,1371,25.76012338,7.808150402,2.329187478,7.684295731,,1959,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3663146467
"July 13, 2019","July 13, 2019",Run,505,6.6998761,2063,5.131941959,4.055261026,11.69148182,14.79560062,,5490,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3663133723
"July 11, 2019","July 11, 2019",Run,553,6.392153434,2098,5.470241291,3.222014684,10.96843575,18.62188036,160,5548,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3659235970
"July 11, 2019","July 9, 2019",Run,578,6.409888404,2171,5.644927374,3.393202448,10.62900901,17.68234533,161,5725,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3659212237
"July 4, 2019","July 4, 2019",Walk,79,0.656634883,436,11.04114471,1.341888372,5.434223604,44.71320902,127,838,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3644805205
"July 4, 2019","July 4, 2019",Run,554,6.347059615,2163,5.679792512,2.577988298,10.5637662,23.27401106,157,5700,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3644773552
"July 3, 2019","July 3, 2019",Run,389,5.000022593,1629,5.423309125,2.960566541,11.06335486,20.26646899,150,4311,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3642877999
"July 2, 2019","July 2, 2019",Walk,70,0.573594342,394,11.41918695,7.567928299,5.254298945,7.928224001,126,746,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3640717834
"July 2, 2019","July 2, 2019",Run,599,7.203166249,2565,5.932572526,0.830698719,10.11364878,72.22832433,148,6733,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3640705918
"June 30, 2019","June 30, 2019",Walk,422,7.011300257,6578,15.63668178,1.545437147,3.837126712,38.82397559,,10979,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3636812038
"June 25, 2019","June 25, 2019",Walk,66,0.551483565,361,10.90997326,6.915364273,5.499562971,8.67632756,128,698,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3626332033
"June 25, 2019","June 25, 2019",Run,603,7.238732751,2611,6.009336724,3.472924372,9.984466737,17.27646877,147,6846,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3626327188
"June 23, 2019","June 23, 2019",Walk,153,1.024511609,939,15.27554084,8.431572119,3.927845434,7.116116832,120,1581,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3623327707
"June 23, 2019","June 23, 2019",Run,830,10.00302247,3304,5.505000795,3.89028076,10.89918568,15.42305166,155,8733,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3623300392
"June 17, 2019","June 17, 2019",Walk,82,0.719243192,431,9.964184164,1.696915016,6.021569791,35.35825329,131,868,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3610090702
"June 17, 2019","June 17, 2019",Run,532,6.048815985,2038,5.612671996,3.400950946,10.69009971,17.64211173,159,5376,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3610086484
"June 13, 2019","June 13, 2019",Run,487,6.342907507,2157,5.667750338,3.043774358,10.58621655,19.71237185,,5685,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3603742720
"May 18, 2019","May 18, 2019",Walk,202,1.045914275,4640,73.93820091,3.044787193,0.811485962,19.70577354,,5510,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3550779787
"May 18, 2019","May 18, 2019",Run,515,6.715905166,2152,5.340548696,4.049600334,11.23479828,14.8162646,,5704,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3550585135
"May 11, 2019","May 11, 2019",Bike Ride,704,35.39269325,8100,3.813876959,1.029400799,15.73201352,58.28625539,,,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3537412498
"April 19, 2019","April 19, 2019",Walk,423,5.194544003,2762,8.861871669,3.392705351,6.770574582,17.68492028,116,5900,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3494449951
"April 19, 2019","April 19, 2019",Run,883,5.627216137,3589,10.62992126,3.999735296,5.644452211,15.0010012,153,9051,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3494353651
"April 7, 2019","April 7, 2019",Walk,67,0.460056732,380,13.76641663,6.731314126,4.358441514,8.913560959,125,666,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3470914096
"April 7, 2019","April 7, 2019",Run,561,6.268330506,2070,5.503857472,3.252834695,10.90143876,18.44549626,163,5471,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3470899033
"March 22, 2019","March 22, 2019",Walk,75,0.682844659,462,11.25191382,4.293202696,5.332416503,13.97557548,120,880,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3440164630
"March 22, 2019","March 22, 2019",Run,637,7.598195827,2417,5.299507128,1.856706832,11.32179941,32.31530565,160,6412,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3440157298
"March 16, 2019","March 16, 2019",Walk,561,10.41239131,7874,12.60358258,2.615046876,4.760552206,22.94409554,,14300,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3429285367
"Feb. 16, 2019","Feb. 16, 2019",Run,694,8.210148883,2566,5.206966317,3.306707578,11.52301569,18.1448708,163,6819,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3383602411
"Dec. 31, 2018","Dec. 31, 2018",Run,590,7.338624733,2244,5.094056957,2.1957021,11.77843468,27.32617832,,5976,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3307403392
"Dec. 24, 2018","Dec. 24, 2018",Walk,23,0.440667355,324,12.25412342,9.008950231,4.896300372,6.660044836,,595,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3299354689
"Dec. 24, 2018","Dec. 24, 2018",Run,685,8.567857774,2692,5.236624364,2.858090004,11.45777289,20.99308781,,7150,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3299345905
"Dec. 23, 2018","Dec. 23, 2018",Run,605,7.561164822,2365,5.210837459,3.755952736,11.51445398,15.97465432,,6284,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3297866947
"Dec. 15, 2018","Dec. 15, 2018",Run,765,8.208780941,2778,5.640304372,2.367250258,10.63773165,25.34588052,165,7326,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3288497923
"Oct. 23, 2018","Oct. 23, 2018",Run,616,7.736502851,2561,5.517129961,1.890236022,10.87522255,31.74205732,,6767,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3215149423
"Oct. 20, 2018","Oct. 20, 2018",Run,788,8.898513592,3025,5.663860554,1.689241082,10.59347469,35.51886582,159,7974,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3210039349
