Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Oct. 7, 2018","Oct. 7, 2018",Bike Ride,2097,40.00169353,9635,4.013989551,1.058978068,14.94771582,56.65840393,142,,b'',Under Armour Record iPhone,http://www.mapmyfitness.com/workout/3187396483
"Sept. 30, 2018","Sept. 30, 2018",Walk,79,0.703600369,524,12.41232452,6.456046687,4.833906106,9.293575357,122,958,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3175239868
"Sept. 30, 2018","Sept. 30, 2018",Run,440,5.605232498,1689,5.02209596,2.990417213,11.94720659,20.06417445,159,4505,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3175218937
"Aug. 30, 2018","Aug. 30, 2018",Walk,94,0.552743681,510,15.37781854,9.779823332,3.90172578,6.135076823,129,856,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3115194436
"Aug. 30, 2018","Aug. 30, 2018",Run,678,8.035808648,2632,5.458895053,3.847853535,10.99122406,15.59309495,158,6962,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3115176424
"Aug. 26, 2018","Aug. 26, 2018",Run,819,10.00339262,3207,5.343183309,2.642325072,11.22926213,22.7072001,157,8501,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3106100917
"July 10, 2018","July 10, 2018",Run,582,6.377267002,2074,5.420295474,2.709178398,11.06950255,22.14698746,167,5490,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/3007007161
"July 3, 2018","July 3, 2018",Walk,134,1.182356069,758,10.68485047,3.63888019,5.615419645,16.48853395,126,1480,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2992261606
"July 3, 2018","July 3, 2018",Run,499,6.064877238,1733,4.76239387,2.149745486,12.59870122,27.91020925,170,4648,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2992241836
"June 22, 2018","June 22, 2018",Walk,84,0.576436443,426,12.31706832,7.546615267,4.87130726,7.950609976,134,781,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2969397934
"June 22, 2018","June 22, 2018",Run,577,6.593981265,2039,5.153696164,2.944435745,11.64212324,20.37735279,168,5424,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2969393659
"June 14, 2018","June 14, 2018",Walk,105,0.865320129,582,11.20972272,5.384218663,5.352501116,11.14367722,127,1112,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2952538045
"June 14, 2018","June 14, 2018",Run,714,8.010155704,2502,5.205891345,3.861995944,11.52541362,15.53601152,169,6649,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2952525976
"June 3, 2018","June 3, 2018",Walk,147,8.169158892,7001,14.28339746,3.230974857,4.200677522,18.57022042,87,12091,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2927727610
"May 31, 2018","May 31, 2018",Walk,107,0.750551371,491,10.90307604,6.143621252,5.50302306,9.766223597,142,950,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2921503903
"May 31, 2018","May 31, 2018",Run,901,9.01284139,2972,5.495860425,1.839923596,10.91730689,32.60997654,176,7856,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2921498536
"May 20, 2018","May 20, 2018",Run,720,8.002961937,2543,5.295952885,4.078773712,11.32941161,14.71030539,168,6747,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2897509303
"April 16, 2018","April 16, 2018",Walk,160,1.342303941,1071,13.29802702,2.948412521,4.511940745,20.34999395,115,1903,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2823510967
"April 16, 2018","April 16, 2018",Run,675,8.039848101,2385,4.944126302,3.459428189,12.13561249,17.34390029,146,6372,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2823495481
"April 8, 2018","April 8, 2018",Walk,86,0.619962761,487,13.09216675,5.778702378,4.582880628,10.3829564,126,871,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2808605182
"April 8, 2018","April 8, 2018",Run,803,9.005679809,2943,5.446567048,2.922880379,11.01612061,20.52766552,164,7786,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2808587401
"April 2, 2018","April 2, 2018",Run,677,8.21167776,2576,5.228329058,2.056775929,11.47594238,29.17177402,160,6843,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2796924245
"March 18, 2018","March 18, 2018",Run,457,11.2951004,3517,5.189567923,3.75902231,11.56165604,15.96160254,,9349,b'8',Under Armour Record Android,http://www.mapmyfitness.com/workout/2770194623
"March 9, 2018","March 9, 2018",Run,661,8.22983116,2519,5.101364283,4.210516832,11.76156876,14.25003301,,6708,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2753722594
"March 5, 2018","March 5, 2018",Walk,400,2.714480525,3075,18.88017726,7.807715442,3.17793941,7.684730254,,4810,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2745542857
"Jan. 27, 2018","Jan. 27, 2018",Run,871,9.668439855,3202,5.519671369,2.673058091,10.87021749,22.44616451,164,8461,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2680246885
"Jan. 7, 2018","Jan. 7, 2018",Run,715,7.017399671,2469,5.863998002,2.904661775,10.23191947,20.65641304,171,6488,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2645835994
"Jan. 1, 2018","Jan. 1, 2018",Run,870,9.460190742,3055,5.38220542,3.540771892,11.14784542,16.94542671,169,8092,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2637404584
"Dec. 28, 2017","Dec. 28, 2017",Run,721,9.000706936,2744,5.081082727,3.614286318,11.80849723,16.60086616,,7310,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2632727209
"Dec. 27, 2017","Dec. 27, 2017",Walk,336,8.168997957,2596,5.296443768,4.38616604,11.32834944,13.67937572,,7429,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2631537052
"Dec. 22, 2017","Dec. 22, 2017",Run,384,9.211691935,2968,5.369989263,3.970642697,11.17320868,15.1109033,,7863,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2627196943
"Nov. 30, 2017","Nov. 29, 2017",Run,417,10.00331215,3222,5.368224569,3.742288784,11.17687799,16.03297695,,8537,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2598428611
"Nov. 26, 2017","Nov. 26, 2017",Run,411,5.177468863,1760,5.665575539,1.544256542,10.5902721,38.85358752,,4639,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2593289770
"Nov. 4, 2017","Nov. 4, 2017",Run,460,11.00055826,3557,5.389121282,3.164084248,11.13355445,18.96290035,,9421,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2559956674
"Oct. 24, 2017","Oct. 23, 2017",Run,478,11.86846138,3690,5.181800783,1.262781605,11.57898868,47.51411132,,9811,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2539856652
"Oct. 19, 2017","Oct. 18, 2017",Run,443,11.25346667,3423,5.069543864,3.61217987,11.83537327,16.61052223,,9121,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2530930779
"Oct. 8, 2017","Oct. 8, 2017",Run,411,9.713179619,3175,5.447927851,3.855502615,11.01336864,15.56217945,,8400,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2511233513
"Oct. 1, 2017","Sept. 30, 2017",Run,759,9.558199791,3249,5.665289708,4.111159578,10.59081928,14.59441653,,8564,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2496544424
"Sept. 27, 2017","Sept. 26, 2017",Walk,73,0.765778984,564,12.27506363,8.838073153,4.887947877,6.788824543,,1036,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2488596227
"Sept. 27, 2017","Sept. 26, 2017",Run,960,12.00343706,3691,5.124920464,3.668283475,11.7074948,16.35640681,,9824,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2488567631
"Sept. 24, 2017","Sept. 23, 2017",Run,485,11.77214215,3748,5.306317357,1.70507362,11.30728313,35.18911123,,9941,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2482426499
"Sept. 19, 2017","Sept. 18, 2017",Run,405,10.11269927,3128,5.155237165,3.208475006,11.63866315,18.70041635,,8321,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2472314264
"Sept. 13, 2017","Sept. 13, 2017",Run,602,7.654023971,2232,4.860191482,2.651105047,12.34518126,22.63204374,163,5974,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2460692282
"Sept. 11, 2017","Sept. 11, 2017",Run,717,8.367591007,2736,5.449593126,2.677656238,11.00998901,22.40770118,160,7238,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2456286908
"Sept. 11, 2017","Sept. 11, 2017",Run,77,2.05490698,596,4.833944763,3.93890927,12.41222653,15.23263408,,1596,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2456217050
"Sept. 9, 2017","Sept. 9, 2017",Run,532,6.731902045,1904,4.713870993,3.04600508,12.72838216,19.69788776,167,5113,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2452215785
"Sept. 7, 2017","Sept. 7, 2017",Walk,44,0.159989232,240,25.0016777,10.82105504,2.399837679,5.544737257,129,346,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2448396602
"Sept. 7, 2017","Sept. 7, 2017",Run,767,9.629558104,2818,4.877341327,3.584684194,12.30179335,16.73782134,164,7539,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2448371228
"Sept. 4, 2017","Sept. 4, 2017",Walk,53,0.360977469,303,13.98979957,10.69187197,4.28885348,5.611750341,126,528,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2441678381
"Sept. 4, 2017","Sept. 4, 2017",Run,693,8.634854765,2478,4.782942615,3.62510439,12.54457898,16.55129837,167,6644,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2441674637
"Sept. 2, 2017","Sept. 2, 2017",Run,790,10.0051629,2801,4.665925992,3.586945985,12.85917355,16.7273606,168,7530,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2438840741
"Aug. 31, 2017","Aug. 31, 2017",Weight Workout,668,0,4200,0,0,0,0,119,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2434150751
"Aug. 28, 2017","Aug. 28, 2017",Machine Workout,645,0,4252,0,0,0,0,138,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2427444131
"Aug. 27, 2017","Aug. 27, 2017",Walk,89,0.614556975,510,13.83110137,7.53555486,4.338051126,7.962245533,125,892,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2426346233
"Aug. 27, 2017","Aug. 27, 2017",Run,640,8.418381903,2396,4.743591178,3.1653767,12.64865526,18.95501457,162,6429,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2426328638
"Aug. 24, 2017","Aug. 24, 2017",Walk,86,0.593527677,467,13.11366619,7.80237165,4.575364992,7.689960622,129,834,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2419303820
"Aug. 24, 2017","Aug. 24, 2017",Run,602,7.60864047,2154,4.718320011,3.61557877,12.71639255,16.59491159,167,5783,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2419261937
"Aug. 21, 2017","Aug. 21, 2017",Walk,54,0.326832017,323,16.47124543,10.29624493,3.642717957,5.82737025,122,529,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2412328379
"Aug. 21, 2017","Aug. 21, 2017",Run,333,4.05044526,1211,4.98299307,2.065350851,12.04095087,29.05075135,165,3233,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2412320588
"Aug. 21, 2017","Aug. 21, 2017",Weight Workout,228,0,903,0,0,0,0,156,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2412295859
"Aug. 21, 2017","Aug. 21, 2017",Run,20,0.548667213,153,4.647626611,3.470438887,12.90980351,17.28886072,,411,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2412280064
"Aug. 20, 2017","Aug. 20, 2017",Walk,94,0.622013065,555,14.87109033,5.317147857,4.034673688,11.28425342,123,944,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2411177663
"Aug. 20, 2017","Aug. 20, 2017",Run,663,8.535397306,2483,4.848441353,3.212892955,12.37511506,18.67482778,162,6647,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2411123609
"Aug. 20, 2017","Aug. 19, 2017",Walk,141,2.665926616,1974,12.34092897,4.625884833,4.861876504,12.97049187,,3617,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2409807173
"Aug. 19, 2017","Aug. 19, 2017",Bike Ride,190,5.258692454,809,2.564007447,1.696902589,23.40082737,35.35857516,149,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2409187541
"Aug. 19, 2017","Aug. 19, 2017",Run,636,8.004780495,2296,4.780475771,3.45708562,12.55104855,17.3556485,166,6156,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2409144497
"Aug. 17, 2017","Aug. 17, 2017",Weight Workout,128,0,1052,0,0,0,0,104,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2404327256
"Aug. 16, 2017","Aug. 16, 2017",Bike Ride,179,5.355784178,825,2.567319355,1.784273592,23.37073263,33.62708195,142,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2401862966
"Aug. 15, 2017","Aug. 15, 2017",Weight Workout,274,0,1324,0,0,0,0,138,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2399669618
"Aug. 14, 2017","Aug. 14, 2017",Run,232,6.640105064,1957,4.912069763,3.532109978,12.21480831,16.98694779,,5232,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2397260336
"Aug. 13, 2017","Aug. 13, 2017",Walk,89,0.519690974,472,15.13722361,9.916587131,3.963749898,6.050473609,131,797,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2395992467
"Aug. 13, 2017","Aug. 13, 2017",Run,816,10.00397199,3026,5.041327398,2.905326642,11.90161387,20.65174595,163,8068,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2395971590
"Aug. 9, 2017","Aug. 9, 2017",Walk,42,0.096835033,254,43.71700519,12.62383928,1.372464657,4.752907822,121,324,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2386551584
"Aug. 9, 2017","Aug. 9, 2017",Run,483,6.005315416,1695,4.704165175,3.137961803,12.75466275,19.12061606,169,4552,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2386539878
"Aug. 8, 2017","Aug. 8, 2017",Run,718,8.320115359,2521,5.050007954,3.933727034,11.8811752,15.2527026,169,6720,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2384015627
"Aug. 8, 2017","Aug. 8, 2017",Walk,37,0.589317633,284,8.031906168,4.807791249,7.470220792,12.47973852,,638,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2383835912
"Aug. 7, 2017","Aug. 7, 2017",Bike Ride,156,3.461280515,721,3.471737553,1.805238656,17.28242335,33.23649416,142,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2382458708
"Aug. 7, 2017","Aug. 7, 2017",Bike Ride,45,1.390836928,197,2.360688579,1.754683896,25.41636979,34.19421477,,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2382432149
"Aug. 7, 2017","Aug. 7, 2017",Machine Workout,345,0,1689,0,0,0,0,137,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2381750039
"Aug. 7, 2017","Aug. 7, 2017",Machine Workout,158,0,737,0,0,0,0,141,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2381710796
"Aug. 7, 2017","Aug. 7, 2017",Weight Workout,175,0,1135,0,0,0,0,117,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2381691332
"Aug. 7, 2017","Aug. 7, 2017",Bike Ride,180,4.902303226,811,2.757210391,1.83177742,21.76106676,32.75497843,144,,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2381504432
"Aug. 5, 2017","Aug. 5, 2017",Run,661,7.835252198,2385,5.073228595,2.942695906,11.82679547,20.38942287,166,6355,b'',Under Armour Record Android,http://www.mapmyfitness.com/workout/2378486357
"Aug. 6, 2017","July 27, 2017",Run,739,10.00799535,3063,4.970124473,1.754385638,12.07212387,34.20000841,,8157,b'',Unknown,http://www.mapmyfitness.com/workout/2379697250
"Aug. 6, 2017","July 25, 2017",Run,387,5.25600485,1531,4.809599439,1.90476368,12.47505532,31.50001198,,4100,b'',Unknown,http://www.mapmyfitness.com/workout/2379696761
"Aug. 6, 2017","July 18, 2017",Run,672,9.100003461,2808,5.11746401,3.125,11.72455384,19.19995672,,7473,b'',Unknown,http://www.mapmyfitness.com/workout/2379696290
"Aug. 6, 2017","July 15, 2017",Run,624,8.453996686,2602,5.113959477,3.472222222,11.73260056,17.28000933,,6926,b'',Unknown,http://www.mapmyfitness.com/workout/2379695762
"Aug. 6, 2017","July 13, 2017",Run,574,7.803000945,2307,4.82230648,1.515151515,12.44219252,39.60000127,,6168,b'',Unknown,http://www.mapmyfitness.com/workout/2379695207
"Aug. 6, 2017","July 8, 2017",Run,598,8.10800382,2419,4.957945598,3.787878788,12.10178408,15.84000051,,6460,b'',Unknown,http://www.mapmyfitness.com/workout/2379694736
"Aug. 6, 2017","July 1, 2017",Run,742,10.01000703,3198,5.307386115,3.703701632,11.30499786,16.19997857,,8482,b'',Unknown,http://www.mapmyfitness.com/workout/2379694220
"Aug. 6, 2017","June 18, 2017",Run,517,7.007003309,2132,5.042365088,3.787878788,11.89918376,15.84000051,,5683,b'',Unknown,http://www.mapmyfitness.com/workout/2379693743
"Aug. 6, 2017","June 10, 2017",Run,690,9.249994322,3095,5.554996321,3.623190567,10.80109616,16.55998883,,8171,b'',Unknown,http://www.mapmyfitness.com/workout/2379693305
"Aug. 6, 2017","May 28, 2017",Run,443,6.015003667,1815,4.996358765,3.03030303,12.0087479,19.79992017,,4841,b'',Unknown,http://www.mapmyfitness.com/workout/2379692807
"Aug. 6, 2017","May 25, 2017",Run,388,5.263005496,1574,4.909199028,3.968256631,12.22195379,15.11999609,,4203,b'',Unknown,http://www.mapmyfitness.com/workout/2379692396
"Aug. 6, 2017","May 18, 2017",Run,668,9.000996618,2907,5.275702398,2.083333333,11.37287999,28.80001555,,7702,b'',Unknown,http://www.mapmyfitness.com/workout/2379691916
"Aug. 6, 2017","May 15, 2017",Run,594,8.044998002,2474,5.067045952,1.960786507,11.84121519,30.60006682,,6585,b'',Unknown,http://www.mapmyfitness.com/workout/2379691436
"Aug. 6, 2017","May 11, 2017",Run,444,6.008003021,1876,5.119222491,1.754385638,11.72053048,34.20000841,,4986,b'',Unknown,http://www.mapmyfitness.com/workout/2379690917
"Aug. 6, 2017","May 1, 2017",Run,308,4.185002511,1200,4.38894357,0.925923855,13.67071745,64.80007523,,3219,b'',Unknown,http://www.mapmyfitness.com/workout/2379690509
"Aug. 6, 2017","April 29, 2017",Run,665,9.012004531,2759,4.996277987,1.449273741,12.00894102,41.40005253,,7348,b'',Unknown,http://www.mapmyfitness.com/workout/2379690023
"Aug. 6, 2017","April 23, 2017",Run,597,8.083992407,2500,4.611674073,2.380951493,13.01045189,25.20007396,,6651,b'',Unknown,http://www.mapmyfitness.com/workout/2379689555
"Aug. 6, 2017","April 20, 2017",Run,738,10.00300638,3035,4.414693192,2.083333333,13.59097445,28.80001555,,8091,b'',Unknown,http://www.mapmyfitness.com/workout/2379689015
"Aug. 6, 2017","April 18, 2017",Run,295,4.001006212,1184,4.522202835,2.083333333,13.26786646,28.80001555,,3165,b'',Unknown,http://www.mapmyfitness.com/workout/2379688472
"Aug. 6, 2017","April 8, 2017",Run,495,6.709998874,2056,2.964978277,0.641025163,20.23621332,93.59992984,,5476,b'',Unknown,http://www.mapmyfitness.com/workout/2379687989
"Aug. 6, 2017","April 1, 2017",Run,594,8.00999477,2565,4.638647797,2.222222222,12.93481272,26.99996429,,6801,b'',Unknown,http://www.mapmyfitness.com/workout/2379687593
"Aug. 6, 2017","Nov. 20, 2016",Run,573,7.752000833,2400,4.70030646,1.388888889,12.76512349,43.19994286,,6385,b'',Unknown,http://www.mapmyfitness.com/workout/2379687206
"Aug. 6, 2017","Oct. 29, 2016",Run,722,9.794000874,2958,4.732872524,2.380951493,12.67728549,25.20007396,,7889,b'',Unknown,http://www.mapmyfitness.com/workout/2379686672
"Aug. 6, 2017","Oct. 22, 2016",Run,681,9.240998089,2703,4.538054015,2.083333333,13.22153345,28.80001555,,7234,b'',Unknown,http://www.mapmyfitness.com/workout/2379686237
"Aug. 6, 2017","Oct. 16, 2016",Run,574,7.788999652,2258,4.617496321,2.222222222,12.99405267,26.99996429,,6049,b'',Unknown,http://www.mapmyfitness.com/workout/2379685787
"Aug. 6, 2017","Oct. 14, 2016",Run,738,10.01000703,2989,4.636224449,2.380951493,12.94155587,25.20007396,,7980,b'',Unknown,http://www.mapmyfitness.com/workout/2379685361
"Aug. 6, 2017","Oct. 8, 2016",Run,481,6.519001928,1864,4.356862175,1.960786507,13.77138192,30.60006682,,4999,b'',Unknown,http://www.mapmyfitness.com/workout/2379684866
"Aug. 6, 2017","Oct. 4, 2016",Run,443,6.002000168,1733,4.560330172,2.222222222,13.15693438,26.99996429,,4645,b'',Unknown,http://www.mapmyfitness.com/workout/2379684326
"Aug. 6, 2017","Oct. 2, 2016",Run,691,9.349998958,2871,4.63431684,1.515151515,12.94689889,39.60000127,,7645,b'',Unknown,http://www.mapmyfitness.com/workout/2379683861
"Aug. 6, 2017","Sept. 25, 2016",Run,532,7.213997134,2171,4.582569047,1.960786507,13.0930917,30.60006682,,5794,b'',Unknown,http://www.mapmyfitness.com/workout/2379683369
"Aug. 6, 2017","Sept. 22, 2016",Run,737,10.01100482,2911,4.574068689,2.222222222,13.11740889,26.99996429,,7795,b'',Unknown,http://www.mapmyfitness.com/workout/2379682850
"Aug. 6, 2017","Sept. 17, 2016",Run,746,10.10299492,3083,4.700685497,1.754385638,12.76409351,34.20000841,,8214,b'',Unknown,http://www.mapmyfitness.com/workout/2379682313
"Aug. 6, 2017","Sept. 11, 2016",Run,458,6.218006319,1783,4.465477859,2.380951493,13.43641306,25.20007396,,4782,b'',Unknown,http://www.mapmyfitness.com/workout/2379681815
"Aug. 6, 2017","Sept. 6, 2016",Run,521,7.06899524,2134,4.590000646,2.380951493,13.07189664,25.20007396,,5692,b'',Unknown,http://www.mapmyfitness.com/workout/2379681338
"Aug. 6, 2017","Sept. 4, 2016",Run,571,7.733992274,2338,4.699156924,2.380951493,12.76824561,25.20007396,,6235,b'',Unknown,http://www.mapmyfitness.com/workout/2379680852
"Aug. 6, 2017","Aug. 22, 2016",Run,519,7.035005894,2067,4.469330361,1.587298924,13.42482578,37.79995,,5528,b'',Unknown,http://www.mapmyfitness.com/workout/2379680309
"Aug. 6, 2017","Aug. 16, 2016",Run,448,6.079007278,1808,4.509446085,2.380951493,13.30539636,25.20007396,,4831,b'',Unknown,http://www.mapmyfitness.com/workout/2379679868
"Aug. 6, 2017","Aug. 12, 2016",Run,75,1.018000203,310,5.068897638,4.166666667,11.83688605,14.40000778,,828,b'',Unknown,http://www.mapmyfitness.com/workout/2379679376
"Aug. 6, 2017","Aug. 12, 2016",Run,402,5.447999589,1600,4.51921404,2.222222222,13.27665348,26.99996429,,4280,b'',Unknown,http://www.mapmyfitness.com/workout/2379678926
"Aug. 6, 2017","Aug. 9, 2016",Run,675,9.149007986,2765,4.538700241,2.136752615,13.21965051,28.07999505,,7374,b'',Unknown,http://www.mapmyfitness.com/workout/2379678593
"Aug. 6, 2017","Aug. 6, 2016",Run,480,6.500993368,1996,4.495856697,2.222222222,13.34561387,26.99996429,,5315,b'',Unknown,http://www.mapmyfitness.com/workout/2379678092
"Aug. 6, 2017","July 19, 2016",Run,401,5.428993236,1652,4.484597451,2.380951493,13.3791365,25.20007396,,4403,b'',Unknown,http://www.mapmyfitness.com/workout/2379677564
"Aug. 6, 2017","July 12, 2016",Run,476,6.449993257,1855,4.417122753,0.46296317,13.583491,129.5999895,,4973,b'',Unknown,http://www.mapmyfitness.com/workout/2379677141
"Aug. 6, 2017","July 9, 2016",Run,605,8.197998336,2515,4.46887676,2.222222222,13.42619372,26.99996429,,6696,b'',Unknown,http://www.mapmyfitness.com/workout/2379676742
"Aug. 6, 2017","July 3, 2016",Run,666,9.016993498,2747,4.300609441,2.083333333,13.95151579,28.80001555,,7319,b'',Unknown,http://www.mapmyfitness.com/workout/2379676262
"Aug. 6, 2017","June 26, 2016",Run,594,8.049005268,2464,4.500206295,1.388888889,13.33272302,43.19994286,,6563,b'',Unknown,http://www.mapmyfitness.com/workout/2379675869
"Aug. 6, 2017","June 25, 2016",Run,375,4.783002555,1033,3.307235743,1.515151515,18.14197398,39.60000127,,2868,b'',Unknown,http://www.mapmyfitness.com/workout/2379675443
"Aug. 6, 2017","June 18, 2016",Run,523,7.06899524,2219,4.491196413,2.380951493,13.35947032,25.20007396,,5896,b'',Unknown,http://www.mapmyfitness.com/workout/2379675086
"Aug. 6, 2017","June 9, 2016",Run,594,8.002994124,2581,4.407342371,1.282050326,13.61365011,46.80004539,,6839,b'',Unknown,http://www.mapmyfitness.com/workout/2379674705
"Aug. 6, 2017","June 4, 2016",Run,543,7.344997736,2292,4.441952746,2.083333333,13.50756215,28.80001555,,6094,b'',Unknown,http://www.mapmyfitness.com/workout/2379674207
"Aug. 6, 2017","May 27, 2016",Run,374,5.076997517,1515,4.430718355,1.388888889,13.54182509,43.19994286,,4047,b'',Unknown,http://www.mapmyfitness.com/workout/2379673781
"Aug. 6, 2017","May 15, 2016",Run,592,8.01799321,2480,4.421404001,1.666666667,13.57034266,36.00005967,,6598,b'',Unknown,http://www.mapmyfitness.com/workout/2379673340
"Aug. 6, 2017","May 10, 2016",Run,606,8.219998068,2466,4.323339199,1.851853923,13.87816189,32.39995715,,6582,b'',Unknown,http://www.mapmyfitness.com/workout/2379672893
"Aug. 6, 2017","May 8, 2016",Run,332,4.506002266,1328,4.301435865,2.222222222,13.94882819,26.99996429,,3552,b'',Unknown,http://www.mapmyfitness.com/workout/2379672371
"Aug. 6, 2017","May 7, 2016",Run,102,1.3780008,371,4.16310621,2.380951493,14.41230316,25.20007396,,1003,b'',Unknown,http://www.mapmyfitness.com/workout/2379671918
"Aug. 6, 2017","May 6, 2016",Run,256,3.386993196,1192,4.673276813,1.851853923,12.83896019,32.39995715,,3134,b'',Unknown,http://www.mapmyfitness.com/workout/2379671009
"Aug. 6, 2017","May 6, 2016",Run,273,3.398998902,1412,5.176686899,1.666666667,11.59041502,36.00005967,,3661,b'',Unknown,http://www.mapmyfitness.com/workout/2379670574
"Aug. 6, 2017","April 29, 2016",Run,583,7.903005581,2361,4.286908206,1.515151515,13.99611071,39.60000127,,6303,b'',Unknown,http://www.mapmyfitness.com/workout/2379670076
"Aug. 6, 2017","April 21, 2016",Run,593,8.042004622,2417,4.301442078,0.938966436,13.94881209,63.89996913,,6449,b'',Unknown,http://www.mapmyfitness.com/workout/2379669479
"Aug. 6, 2017","April 14, 2016",Run,498,6.760001192,2001,4.287921041,1.818181818,13.99279546,33.00008152,,5348,b'',Unknown,http://www.mapmyfitness.com/workout/2379668972
"Aug. 6, 2017","April 12, 2016",Run,450,6.10400039,1790,4.109674501,1.449273741,14.59969518,41.40005253,,4788,b'',Unknown,http://www.mapmyfitness.com/workout/2379668435
"Aug. 6, 2017","April 9, 2016",Run,202,2.734999661,833,4.420981468,2.083333333,13.57164623,28.80001555,,2220,b'',Unknown,http://www.mapmyfitness.com/workout/2379667964
